Go.	가.
If walls could talk, what stories would they tell us?	만약 벽이 말을 할 수 있다면, 그 벽이 어떤 이야기를 하게 될까?
Tom can't hold down a job. He's always getting fired.	톰은 직업을 유지할 수 없어. 걔는 항상 해고돼.
Tom said that he didn't think the heat bothered Mary.	톰은 더위가 메리를 괴롭힌다고 생각하지 않았다고 말했다.
Tom should probably tell Mary that he needs her help.	톰이 메리에게 도움을 청해야 할 것 같아.
Tom thanked Mary for the bottle of wine she gave him.	톰은 메리가 그에게 준 와인 한 병에 대하여 메리에게 감사함을 표시했다.
Weather permitting, we'll start on our trip tomorrow.	날씨가 허락한다면, 우리는 내일 여행을 시작할 것이다.
Why didn't you tell me you weren't going to be there?	왜 네가 거기에 안 갈 거라고 말 나한테 안 했어?
Are you going to tell Tom to go home, or do I have to?	네가 톰한테 집에 가라고 할거야, 아니면 내가 해야 돼?
Her dress attracted everyone's attention at the party.	그 여자가 파티에 입고 온 드레스가 사람들의 눈길을 끌었지.
Please come here between two and three this afternoon.	오늘 오후 두시에서 세시 사이에 여기로 와 주세요.
The atmosphere mostly consists of nitrogen and oxygen.	대기는 대부분 질소와 산소로 구성되어 있어.
Tom is allowed to stay. The rest of you have to leave.	톰은 남아 있어도 돼. 너희 나머지는 나가야 해.
Tom is allowed to stay. The rest of you have to leave.	톰은 남아 있어도 돼. 너희 나머지는 떠나야 해.
Tom is living in the apartment that I used to live in.	톰은 내가 한때 살았던 아파트에 살고 있어.
What's the difference between religion and philosophy?	종교와 철학의 차이점은 무엇입니까?
Would you lend me your guitar to use tonight on stage?	오늘밤 무대에서 쓸 기타좀 빌려줄래?
All of the children had gone to bed before it got dark.	아이들 모두 어두워지기 전에 침대에 갔었어.
Even though I slept for twelve hours, I'm still sleepy.	12시간 잤는데도 또 졸려.
I bought three pairs of shoes the day before yesterday.	난 그저께 신발 세 켤레를 샀어.
I used to go swimming once a week, but I don't anymore.	한때 일주일에 한번 수영하러 가곤 했었는데, 이젠 더 이상 안 가.
I used to keep a diary in English when I was a student.	나는 학생일 때 영어로 일기를 쓰곤 했다.
I went over his report, but couldn't find any mistakes.	그의 보고서를 검토했지만 실수를 찾을 수 없었다.
My English teacher recommended that I read these books.	나의 영어 선생님이 나에게 그 책을 읽으라고 추천하셨다.
Not all horses were born equal. A few were born to win.	모든 말들이 동등하게 태어난 건 아니야. 몇몇은 이기기 위해 태어났어.
That girl is under the delusion that she is a princess.	저 여자애는 자기가 공주라는 망상에 빠져 있어.
The castle has been restored and is open to the public.	성이 복원되었고, 대중에게 개방되어 있는 상태야.
The number is 932-8647, but I don't know the area code.	번호는 932-8647인데, 지역 코드는 몰라.
Tom can't speak French. Tom can't speak Spanish either.	톰은 프랑스어를 못해. 톰은 스페인어도 못해.
Tom hasn't eaten at a restaurant since he lost his job.	톰은 직업을 잃은 뒤로 레스토랑에서 식사한 적이 없어.
Everyone wants to go to heaven, but nobody wants to die.	모두 천국에 가고 싶어 하나, 누구도 죽고 싶어 하지 않는다.
Except for Tom, everyone in the family can speak French.	톰을 제외한 가족 구성원들 전부 프랑스어를 할 수 있어요.
I'm not sure what it was, but it sounded like a gunshot.	그것이 무엇이었는지는 확신할 수는 없지만, 그것은 총소리처럼 들렸다.
It's been nice talking to you, but I really must go now.	너와 이야기 하는 것은 정말 좋았는데, 근데 진짜 가봐야 해.
It's not fair to attribute your failure to your parents.	당신의 실패를 당신의 부모님 탓으로 돌리는것은 옳지 않습니다
The company president was indicted for paying kickbacks.	그 회사 회장은 리베이트를 지불한 혐의로 기소되었다.
Under a microscope, some viruses appear quite beautiful.	현미경 아래에선 몇몇 바이러스는 꽤 아름다워 보여.
What should you do if you find a big spider on your bed?	커다란 거미를 침대에서 발견하면 어떻게 해야해?
Common causes of stress are work and human relationships.	스트레스의 일반적 원인은 업무와 인간 관계에 있어.
He has absolutely no respect for other people's feelings.	그는 타인의 기분은 전혀 존중하지 않는다.
I think it's really important for you to go to Australia.	네가 호주에 가는 것은 정말로 중요한 것 같아.
I thought Tom and Mary were going to use me as a hostage.	난 톰과 메리가 나를 인질로 잡을 줄 알았지.
If it were not for water, human life would be impossible.	물이 없었다면 인류의 생존은 가능하지 않았을 겁니다.
If there's any problem, you can reach me on my cellphone.	문제가 생기면 제 휴대폰으로 연락하세요.
Linguistics is a science that tries to describe language.	언어학은 언어를 기술하고자 하는 학문이야.
More and more doctors have begun to use the new medicine.	신약을 쓰기 시작하는 의사들이 점점 늘었어.
The following morning, the snowman was completely melted.	다음 날, 눈사람은 완전히 녹아버렸어.
The new subway enables me to get to school in 20 minutes.	새 지하철은 20분 만에 학교에 갈 수 있게 해줘.
This bike isn't safe to ride; the wheel wobbles too much.	이 바이크는 별로 안전하지 않아. 바퀴가 너무 흔들려.
Tom doesn't want to spend the rest of his life in prison.	톰은 남은 인생을 감옥에서 보내고 싶어하지 않아.
Tom isn't a lazy boy. As a matter of fact, he works hard.	톰은 게으른 아이가 아니야. 실제로는 열심히 해.
Ebola spreads from person to person through bodily fluids.	에볼라는 체액을 통하여 사람에서 사람으로 전파된다.
I didn't think that you could persuade Tom not to do that.	톰이 그렇게 하지 않도록 네가 설득할 수 있을 거라고 생각하지 않았어.
If God did not exist, it would be necessary to invent him.	만약 신이 존재하지 않았다면, 만들어 낼 필요가 있겠지.
It was the most frightening experience that I've ever had.	내가 경험했던 것 중에 가장 무서운 경험이었어.
The Mississippi is the longest river in the United States.	미시시피는 미국에서 가장 긴 강이야.
The gravity of the moon is one-sixth of that of the earth.	달의 중력은 지구의 1/6배야.
Tom says he needs to talk to us about something important.	톰이 우리한테 뭔가 중요한걸 얘기하고 싶다는데.
Tom was diagnosed with autism when he was three years old.	톰은 세살때 자폐즘으로 진단받았어.
I think French is the most beautiful language in the world.	프랑스어는 세상에서 가장 아름다운 언어인 것 같아.
If you are going abroad, it's necessary to have a passport.	외국에 가려면 여권이 필요합니다.
That would be like sawing off the branch you're sitting on.	그건 니가 앉아있는 가지를 쳐내는 꼴이야.
The sum of all the angles in a triangle equals 180 degrees.	삼각형에 있는 모든 각도의 합은 180도야.
Tom is one of the most respected men in the business world.	톰은 업계에서 가장 존경 받는 남성 중 한 사람이야.
I can smell Mary's perfume. She must have been here earlier.	나는 메리의 향수 냄새를 맡을 수 있다. 그녀는 좀 전에 여기에 있었음에 틀림없다.
I hope that this is the beginning of a beautiful friendship.	이게 아름다운 우정의 시작이길 바라.
If you don't study hard, you'll continue to get poor scores.	열심히 공부하지 않으면 앞으로도 낮은 점수를 받게 될 거야.
Please feel free to help yourself to anything in the fridge.	냉장고에 있는 거 아무거나 편하게 마음껏 드세요.
Since there is no air on the moon, there is no sound at all.	달에는 공기가 없으니까 소리도 전혀 없어.
Strictly speaking, Chinese consists of hundreds of dialects.	엄밀히 말하자면, 중국은 수백 개의 방언들로 구성되어 있어.
We should consider the problem from a child's point of view.	우린 어린이의 관점으로 문제를 고려해야 해.
You are a mechanical engineer and I am a software developer.	넌 기계 기술자이고 난 소프트웨어 개발자야.
Is there a place where I can charge my cellphone around here?	이 근처에 휴대폰 충전할 수 있는 곳이 있나요?
There are some important questions that science cannot answer.	과학이 답변할 수 없는 몇 가지 중요한 질문들이 있어.
Tom asked Mary a few questions that she wasn't able to answer.	톰은 메리한테 몇 가지 질문을 했는데, 그 질문들은 메리가 답할 수 없는 것들이었어.
When I was a boy, I was addicted to reading detective stories.	내가 어렸을 때, 나는 추리 소설 중독자였어.
You should try to see things from the practical point of view.	실용적 관점으로 보려고 노력해야 할 것 같아.
I'm going through my closet to find clothes to give to charity.	옷장을 뒤져서 기부할 옷들을 찾아봐야겠어.
Tom gave Mary some advice on how to pass multiple-choice tests.	탐은 메리에게 선다형 시험에 통과하는 방법에 대해 조언했다.
Tom talks to his mother more often than he talks to his father.	톰은 아버지보다 어머니와 대화를 더 자주 한다.
Tom was three when his mother was killed in a traffic accident.	톰은 어머님이 교통사고로 돌아가셨을 때 세 살이었어.
